theta,score,theta,score,theta,score,theta,score
"OrderedDict([('learning_rate', 0.01), ('max_depth', 10), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 140), ('subsample', 1.0)])",0.72875,"OrderedDict([('learning_rate', 0.1), ('max_depth', 5), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 200), ('subsample', 0.5)])",0.8841074330681721,"OrderedDict([('learning_rate', 0.08577803273459741), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 3), ('n_estimators', 164), ('subsample', 0.5136348207291345)])",0.7554997355896351,"OrderedDict([('learning_rate', 0.037322270487201846), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 142), ('subsample', 0.9865895627048631)])",0.8681184668989548
"OrderedDict([('learning_rate', 0.07860124274281066), ('max_depth', 3), ('min_samples_leaf', 9), ('min_samples_split', 9), ('n_estimators', 200), ('subsample', 0.8020946938693879)])",0.76,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 0.6365229752229207)])",0.887348173808913,"OrderedDict([('learning_rate', 0.018982318705256594), ('max_depth', 4), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 98), ('subsample', 0.5122396282933176)])",0.7783712321523003,"OrderedDict([('learning_rate', 0.0387285798451589), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 3), ('n_estimators', 151), ('subsample', 0.9460221860900009)])",0.8488966318234612
"OrderedDict([('learning_rate', 0.01), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 3), ('n_estimators', 200), ('subsample', 0.599211430621144)])",0.76375,"OrderedDict([('learning_rate', 0.02869031257479882), ('max_depth', 9), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 0.7198645989993052)])",0.8993782610555128,"OrderedDict([('learning_rate', 0.01946710481418189), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 70), ('subsample', 0.5)])",0.7702802749867794,"OrderedDict([('learning_rate', 0.039440430646789655), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 145), ('subsample', 1.0)])",0.8417537746806039
"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 0.5)])",0.7549999999999999,"OrderedDict([('learning_rate', 0.031959644124765915), ('max_depth', 6), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 0.5)])",0.8797157001111966,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_samples_leaf', 2), ('min_samples_split', 7), ('n_estimators', 200), ('subsample', 0.5)])",0.7687202538339503,"OrderedDict([('learning_rate', 0.030215773518497583), ('max_depth', 5), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 197), ('subsample', 0.6973865918074815)])",0.8415795586527294
"OrderedDict([('learning_rate', 0.016470495790964202), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 0.7704096383901027)])",0.7525000000000001,"OrderedDict([('learning_rate', 0.0584327363352158), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 1.0)])",0.8986838166110683,"OrderedDict([('learning_rate', 0.01913179393682564), ('max_depth', 7), ('min_samples_leaf', 4), ('min_samples_split', 3), ('n_estimators', 200), ('subsample', 0.5)])",0.7670015864621893,"OrderedDict([('learning_rate', 0.03775368361037212), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 8), ('n_estimators', 140), ('subsample', 0.6711039217907004)])",0.8416957026713124
"OrderedDict([('learning_rate', 0.1), ('max_depth', 4), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 200), ('subsample', 0.8841031227455294)])",0.7525,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 122), ('subsample', 1.0)])",0.8975290821999827,"OrderedDict([('learning_rate', 0.018483610563213123), ('max_depth', 9), ('min_samples_leaf', 10), ('min_samples_split', 7), ('n_estimators', 100), ('subsample', 0.7580136236332928)])",0.7523532522474881,"OrderedDict([('learning_rate', 0.03731425607728283), ('max_depth', 8), ('min_samples_leaf', 6), ('min_samples_split', 6), ('n_estimators', 141), ('subsample', 0.9865388863809795)])",0.8440185830429734
"OrderedDict([('learning_rate', 0.0690769705023365), ('max_depth', 3), ('min_samples_leaf', 7), ('min_samples_split', 10), ('n_estimators', 154), ('subsample', 0.9938041532311972)])",0.7649999999999999,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 162), ('subsample', 1.0)])",0.8970682576340774,"OrderedDict([('learning_rate', 0.011183504585629821), ('max_depth', 3), ('min_samples_leaf', 8), ('min_samples_split', 7), ('n_estimators', 50), ('subsample', 0.532219947527258)])",0.7361713379164463,"OrderedDict([('learning_rate', 0.03727857957081916), ('max_depth', 4), ('min_samples_leaf', 10), ('min_samples_split', 9), ('n_estimators', 141), ('subsample', 0.7771796048699513)])",0.8465156794425086
"OrderedDict([('learning_rate', 0.04708842420514434), ('max_depth', 3), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 177), ('subsample', 0.8477859263333544)])",0.74875,"OrderedDict([('learning_rate', 0.06457970426251593), ('max_depth', 9), ('min_samples_leaf', 10), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 0.8200465768917071)])",0.8982219228466342,"OrderedDict([('learning_rate', 0.021294909763656986), ('max_depth', 3), ('min_samples_leaf', 2), ('min_samples_split', 8), ('n_estimators', 130), ('subsample', 0.5)])",0.7702273929138023,"OrderedDict([('learning_rate', 0.037990310508311906), ('max_depth', 8), ('min_samples_leaf', 6), ('min_samples_split', 9), ('n_estimators', 140), ('subsample', 0.7567863885807768)])",0.8560975609756097
"OrderedDict([('learning_rate', 0.01), ('max_depth', 3), ('min_samples_leaf', 9), ('min_samples_split', 2), ('n_estimators', 50), ('subsample', 0.5)])",0.69875,"OrderedDict([('learning_rate', 0.01), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 6), ('n_estimators', 200), ('subsample', 0.5)])",0.8255805748011291,"OrderedDict([('learning_rate', 0.0192188368394304), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 9), ('n_estimators', 136), ('subsample', 0.5)])",0.7686144896879957,"OrderedDict([('learning_rate', 0.06843904896913007), ('max_depth', 8), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 120), ('subsample', 0.5133665233892156)])",0.8560394889663183
"OrderedDict([('learning_rate', 0.03203353319566011), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 112), ('subsample', 0.5)])",0.7625,"OrderedDict([('learning_rate', 0.03604919094574347), ('max_depth', 9), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 144), ('subsample', 0.7779126281892612)])",0.8975274784021897,"OrderedDict([('learning_rate', 0.06589597739701392), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 10), ('n_estimators', 84), ('subsample', 1.0)])",0.7458487572712851,"OrderedDict([('learning_rate', 0.038233811110514666), ('max_depth', 8), ('min_samples_leaf', 3), ('min_samples_split', 9), ('n_estimators', 140), ('subsample', 0.9047407924220796)])",0.8562137049941928
"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 8), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 0.5)])",0.755,"OrderedDict([('learning_rate', 0.09775156912258674), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 52), ('subsample', 0.5140926677095886)])",0.877168869215636,"OrderedDict([('learning_rate', 0.033292774273255187), ('max_depth', 3), ('min_samples_leaf', 2), ('min_samples_split', 9), ('n_estimators', 200), ('subsample', 0.5)])",0.7718138551031201,"OrderedDict([('learning_rate', 0.09277075122802222), ('max_depth', 10), ('min_samples_leaf', 8), ('min_samples_split', 5), ('n_estimators', 122), ('subsample', 0.7821039318321616)])",0.8465156794425086
"OrderedDict([('learning_rate', 0.09267520197887319), ('max_depth', 10), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 62), ('subsample', 0.9736102804857224)])",0.7487499999999999,"OrderedDict([('learning_rate', 0.010308245338625064), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 9), ('n_estimators', 194), ('subsample', 0.7740806857852776)])",0.8947550466170557,"OrderedDict([('learning_rate', 0.0421495462947175), ('max_depth', 3), ('min_samples_leaf', 5), ('min_samples_split', 6), ('n_estimators', 65), ('subsample', 0.5)])",0.7669751454257007,"OrderedDict([('learning_rate', 0.036614943623914736), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 142), ('subsample', 0.6007815039039943)])",0.8560975609756097
"OrderedDict([('learning_rate', 0.025391343876373162), ('max_depth', 6), ('min_samples_leaf', 10), ('min_samples_split', 9), ('n_estimators', 200), ('subsample', 1.0)])",0.74875,"OrderedDict([('learning_rate', 0.016735177730660144), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 9), ('n_estimators', 56), ('subsample', 0.5109146016008554)])",0.8637434778889744,"OrderedDict([('learning_rate', 0.04075167355088206), ('max_depth', 3), ('min_samples_leaf', 9), ('min_samples_split', 3), ('n_estimators', 198), ('subsample', 0.9696684370207662)])",0.7848757271285034,"OrderedDict([('learning_rate', 0.03679144570636368), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 134), ('subsample', 0.8581268576115151)])",0.851335656213705
"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 50), ('subsample', 0.5)])",0.74875,"OrderedDict([('learning_rate', 0.05736874833025975), ('max_depth', 8), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 50), ('subsample', 0.9539934116254758)])",0.8896672654178428,"OrderedDict([('learning_rate', 0.05050940699592455), ('max_depth', 3), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 200), ('subsample', 1.0)])",0.7832892649391857,"OrderedDict([('learning_rate', 0.08474142878146777), ('max_depth', 5), ('min_samples_leaf', 7), ('min_samples_split', 5), ('n_estimators', 118), ('subsample', 0.9324736425572382)])",0.851335656213705
